epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,13970.1,2.34061,1.95113,1.40159,0.3286,0.21866,0.18023,0.07417,2.42578,2.00469,1.45682,0.0005612,0.0005612,0.0005612
111,14087,2.32895,1.931,1.40134,0.33901,0.21619,0.18895,0.07873,2.37839,1.96853,1.44156,0.000548,0.000548,0.000548
112,14191.8,2.31766,1.91706,1.39373,0.34759,0.2214,0.19049,0.07864,2.37309,1.9744,1.4224,0.0005348,0.0005348,0.0005348
113,14316.6,2.31408,1.90867,1.388,0.34008,0.2214,0.18861,0.08158,2.3456,1.95627,1.42488,0.0005216,0.0005216,0.0005216
114,14431.8,2.30185,1.89543,1.38652,0.35574,0.21344,0.18739,0.07675,2.39486,1.98158,1.42981,0.0005084,0.0005084,0.0005084
115,14542.3,2.31225,1.91172,1.38539,0.36484,0.22689,0.19395,0.08238,2.36821,1.95879,1.42946,0.0004952,0.0004952,0.0004952
116,14650.9,2.31512,1.89844,1.39377,0.34996,0.22579,0.19239,0.08142,2.37546,1.96925,1.42221,0.000482,0.000482,0.000482
117,14754.3,2.31141,1.92375,1.39201,0.35452,0.22112,0.19181,0.0813,2.34967,1.95881,1.42418,0.0004688,0.0004688,0.0004688
118,14860.7,2.28072,1.89058,1.38221,0.36163,0.23128,0.19832,0.08534,2.32497,1.95033,1.41029,0.0004556,0.0004556,0.0004556
119,15005.1,2.28279,1.90423,1.37627,0.35182,0.21728,0.18999,0.08182,2.35627,1.97144,1.43162,0.0004424,0.0004424,0.0004424
120,15163,2.27596,1.88217,1.38085,0.34717,0.23265,0.19809,0.08486,2.31954,1.9459,1.41833,0.0004292,0.0004292,0.0004292
121,15282.7,2.28688,1.89086,1.37416,0.34317,0.22826,0.19503,0.08405,2.35481,1.94866,1.42488,0.000416,0.000416,0.000416
122,15395.5,2.29309,1.89644,1.37922,0.34647,0.22908,0.19295,0.08184,2.3563,1.9618,1.4318,0.0004028,0.0004028,0.0004028
123,15519.3,2.26599,1.88916,1.37391,0.33859,0.23128,0.19082,0.07972,2.36015,1.96357,1.42551,0.0003896,0.0003896,0.0003896
124,15614.5,2.26306,1.86298,1.36695,0.3524,0.23215,0.19731,0.08421,2.33636,1.94104,1.41229,0.0003764,0.0003764,0.0003764
125,15722.9,2.28498,1.89016,1.37066,0.34408,0.22523,0.19513,0.08272,2.35274,1.94744,1.42216,0.0003632,0.0003632,0.0003632
126,15837,2.25923,1.8592,1.36601,0.35247,0.22936,0.19856,0.08464,2.3465,1.94351,1.42375,0.00035,0.00035,0.00035
127,15948.3,2.26177,1.85816,1.36495,0.347,0.23073,0.19941,0.08403,2.35514,1.94516,1.41361,0.0003368,0.0003368,0.0003368
128,16057.8,2.25665,1.87064,1.37267,0.35497,0.23374,0.20223,0.08735,2.33093,1.93081,1.41244,0.0003236,0.0003236,0.0003236
129,16172.4,2.25179,1.83647,1.36784,0.36186,0.23347,0.20142,0.08686,2.34158,1.92796,1.41768,0.0003104,0.0003104,0.0003104
130,16291.7,2.24363,1.83669,1.36325,0.36803,0.24005,0.2079,0.08811,2.32594,1.9197,1.41245,0.0002972,0.0002972,0.0002972
131,16407.6,2.24091,1.84528,1.35637,0.37295,0.25211,0.21713,0.09443,2.29517,1.89452,1.39985,0.000284,0.000284,0.000284
132,16519.4,2.25336,1.84691,1.36689,0.36273,0.24307,0.20792,0.08833,2.32863,1.92602,1.41224,0.0002708,0.0002708,0.0002708
133,16628.8,2.24436,1.83792,1.36414,0.36027,0.2332,0.20617,0.08723,2.34419,1.93267,1.41479,0.0002576,0.0002576,0.0002576
134,16738.8,2.22373,1.82344,1.35087,0.37743,0.24554,0.2145,0.09254,2.31034,1.91067,1.41464,0.0002444,0.0002444,0.0002444
135,16879.1,2.2332,1.84001,1.35738,0.35423,0.23594,0.20365,0.08492,2.35179,1.9319,1.42095,0.0002312,0.0002312,0.0002312
136,16982.9,2.2397,1.8411,1.36074,0.35728,0.23676,0.20261,0.08469,2.36336,1.93852,1.42279,0.000218,0.000218,0.000218
137,17085.7,2.23073,1.82884,1.357,0.3582,0.23963,0.2061,0.08784,2.34108,1.93447,1.4216,0.0002048,0.0002048,0.0002048
138,17180.4,2.24051,1.85597,1.36333,0.38033,0.24636,0.21628,0.09391,2.31075,1.90073,1.41095,0.0001916,0.0001916,0.0001916
139,17307.9,2.23254,1.81836,1.35117,0.38365,0.23549,0.21223,0.09107,2.32756,1.9043,1.41566,0.0001784,0.0001784,0.0001784
140,17419,2.24958,1.84607,1.35715,0.38467,0.23909,0.21408,0.0915,2.31521,1.90066,1.40795,0.0001652,0.0001652,0.0001652
141,17676.6,2.19618,1.88002,1.38305,0.36754,0.23073,0.19796,0.08383,2.35769,1.95507,1.43304,0.000152,0.000152,0.000152
142,17826.4,2.18828,1.8295,1.37029,0.36781,0.23567,0.2043,0.08729,2.3467,1.94205,1.4283,0.0001388,0.0001388,0.0001388
143,18084.4,2.16044,1.81735,1.36293,0.37498,0.23405,0.20755,0.09034,2.3302,1.92603,1.41943,0.0001256,0.0001256,0.0001256
144,18269.7,2.16121,1.82023,1.35859,0.38004,0.23347,0.21135,0.09132,2.32609,1.91732,1.41364,0.0001124,0.0001124,0.0001124
145,18448.2,2.16925,1.81498,1.35982,0.38321,0.231,0.21017,0.08972,2.33536,1.92079,1.4206,9.92e-05,9.92e-05,9.92e-05
146,18606.5,2.15933,1.80266,1.36471,0.38426,0.22332,0.20783,0.08931,2.33468,1.91965,1.42023,8.6e-05,8.6e-05,8.6e-05
147,18792.6,2.17861,1.80855,1.3601,0.38355,0.231,0.21331,0.09195,2.3268,1.9156,1.41444,7.28e-05,7.28e-05,7.28e-05
148,18931.7,2.15666,1.79322,1.35386,0.37508,0.2332,0.21358,0.09285,2.32869,1.9131,1.4149,5.96e-05,5.96e-05,5.96e-05
149,19051.6,2.16144,1.78709,1.35646,0.37823,0.2332,0.21397,0.0926,2.32897,1.9126,1.41659,4.64e-05,4.64e-05,4.64e-05
150,19165,2.14509,1.7762,1.35073,0.38653,0.22908,0.21243,0.09104,2.33388,1.91464,1.41606,3.32e-05,3.32e-05,3.32e-05
